id,name,cleaned_incredients
228,Keto One-Pan Huevos Rancheros,"1 Tablespoon of olive oil (15 ml), to cook with 2 slices of bacon (56 g), diced 1 medium bell pepper (120 g), diced 1 small tomato (90 g), diced 0.5 medium onion (55 g), diced 1 chili pepper (14 g), seeds removed and finely diced (optional) 2 cloves of garlic (6 g), minced or finely diced 4 medium eggs (196 g) 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
229,Keto Coconut Chicken Curry,"1 Tablespoon of coconut oil (15 ml), to cook with 2 chicken breasts (400 g), diced 0.5 medium onion (55 g), diced 2 cups of chicken broth (480 ml) 1 carrot (50 g), diced 0.25 cup of coconut cream (60 ml) (from the top of 1 refrigerated can of coconut milk) 1 Tablespoon of curry powder (7 g) 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of fresh cilantro (2 g), chopped (for garnish) Salt and pepper, to taste"
230,Keto Hot and Sour Soup,"1 Tablespoon of avocado oil (15 ml), to cook with 1 chicken breast (200 g), diced 3 cups of chicken broth (720 ml) 1 small tomato (90 g), diced 2 chili peppers (28 g), diced (or to taste) (optional) 1 Tablespoon of vinegar (15 ml) (or more, to taste) 1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml) (or more, to taste) 1 Tablespoon of fresh ginger (5 g), minced or finely diced 1 teaspoon of fish sauce (5 ml) 1 zucchini (120 g), spiralized or grated 2 Tablespoons of fresh cilantro (2 g), chopped 2 green onions (10 g), finely chopped (for garnish) Salt and pepper, to taste"
231,Keto Chili Crusted Pork Tenderloin,"1 Tablespoon of garlic powder (10 g) 1 Tablespoon of onion powder (7 g) 2 teaspoons of chili powder (4 g), (or to taste) 2 teaspoons of paprika (4 g) 1 teaspoon of cumin powder (2 g) 1 lb of pork tenderloin (450 g) 1 Tablespoon of coconut oil (15 ml), to cook with Salt and pepper, to taste"
232,Keto Large Salad with Creamy Lemon Aioli,"For the salad - 1 head of romaine lettuce (200 g), chopped 1 cucumber (220 g), sliced 1 large avocado (200 g), sliced 1 small tomato (90 g), sliced 0.5 medium onion (55 g), thinly sliced For the creamy lemon aioli - 4 Tablespoons of mayo (60 ml) 2 Tablespoons of lemon juice (30 ml) 1 teaspoon of lemon zest (2 g) 1 clove of garlic (3 g) Salt and pepper, to taste"
233,Keto Cod Kedgeree,"2 medium eggs (96 g) 3 Tablespoons of ghee (45 ml), divided, to cook with 2 filets of cod, fresh or frozen (340 g), defrosted if frozen 0.5 head of cauliflower (300 g), processed into rice-like pieces 0.5 medium onion (55 g), diced 1 Tablespoon of curry powder (7 g) 2 cloves of garlic (6 g), minced or finely diced 1 Tablespoon of fresh ginger (5 g), minced or finely diced 0.5 Tablespoon of garlic powder (5 g) 1 teaspoon of cumin powder (2 g) 1 Tablespoon of lime juice (15 ml) 2 Tablespoons of fresh cilantro (2 g), chopped (for garnish) Salt and pepper, to taste"
234,Keto Garlic Beef Eggplant Saute,"2 beef steaks (400 g), sliced into strips 2 Tablespoons of avocado oil (30 ml), divided, to cook with 4 cloves of garlic (12 g), minced or finely diced 1 medium eggplant (500 g), diced 2 green onions (10 g), chopped 1 teaspoon of vinegar (5 ml) (of choice) 1 Tablespoon of cumin powder (6 g) Salt and pepper, to taste"
235,Keto Mustard-Ghee Chicken,"2 Tablespoons of ghee (30 ml), to cook with 1 chicken breast (200 g), diced 0.25 cup of chicken broth (60 ml) 1 Tablespoon of mustard (15 ml) 2 cups of spinach (60 g) 4 cloves of garlic (12 g), minced or finely diced Salt and pepper, to taste"
236,Keto Chicken Adobo with Cauli-Rice,"For the chicken adobo - 1 Tablespoon of avocado oil (15 ml), to cook chicken with 4 chicken breasts (800 g), chopped 1 medium onion (110 g), chopped 8 cloves of garlic (24 g), minced or finely diced 0.5 cup of gluten-free tamari sauce or coconut aminos (120 ml) 2 Tablespoons (30 ml) + 2 teaspoons of vinegar (10 ml) (of choice) 1 green onion (5 g), finely chopped (for garnish) Salt and pepper, to taste For the cauli-“rice” - 1 head of cauliflower (600 g), food processed into rice-like pieces 2 Tablespoons of coconut oil (30 ml), to cook cauli-”rice” with Salt, to taste"
237,Keto Zucchini Noodles with Shrimp and Pesto,"For the pesto - 0.5 cup of fresh basil leaves (16 g), roughly torn 2 Tablespoons of pine nuts (16 g) 2 cloves of garlic (6 g) 0.25 cup of olive oil (60 ml) Salt and pepper, to taste For the shrimp and zucchini “noodles” - 1 Tablespoon of coconut oil (15 ml), to cook with 0.5 lb of shrimp (225 g), fresh or defrosted, peeled and deveined 1 Tablespoon of lemon juice (15 ml) 1 zucchini (120 g), peeled Salt and pepper, to taste"
238,Keto Creamy Tuna and Avocado Salad,"1 head of romaine lettuce (200 g), chopped 2 Tablespoons of mayo (30 ml) 1 teaspoon of mustard (5 ml) 2 cans of tuna (340 g), drained and flaked 1 cucumber (220 g), diced 1 large avocado (200 g), diced Salt and pepper, to taste"
239,Keto Pork Tenderloin with Braised Cabbage,"For the pork tenderloin - 1 lb of pork tenderloin (450 g) 1 Tablespoon of coconut oil (15 ml), to cook with Salt, to taste For the braised cabbage - 1 Tablespoon of coconut oil (15 ml), to cook the cabbage with 0.5 head of cabbage (350 g), chopped 0.5 medium onion (55 g), diced 0.25 cup of chicken broth (60 ml) 1 teaspoon of vinegar (5 ml) (of choice) 1 teaspoon of fennel seeds (2 g) (optional) Salt and pepper, to taste"
240,Keto Thai Green Chicken Curry,"1 cup of coconut milk (240 ml) 0.25 cup of fresh cilantro (4 g) 1 Tablespoon of lime juice (15 ml) 1 chili pepper (14 g), seeds removed (optional) 1 Tablespoon of curry powder (7 g) 2 cloves of garlic (6 g) 2 teaspoons of ginger powder (4 g) 1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 1 medium bell pepper (120 g), diced 0.5 medium onion (55 g), diced Salt and pepper, to taste"
241,Keto Zucchini Spaghetti and Meatballs,"For the meatballs - 1 medium egg 2 Tablespoons of fresh basil leaves (4 g), finely chopped 1 clove of garlic (3 g), minced or finely diced 0.75 lb of ground beef (338 g) Salt and pepper, to taste For the “spaghetti” and sauce - 1 zucchini (120 g), peeled 2 Tablespoons of olive oil (30 ml), to cook with 1 small tomato (90 g), diced 1 clove of garlic (3 g), minced or finely diced 2 Tablespoons of fresh basil leaves (4 g), finely chopped (for garnish) Salt and pepper, to taste"
242,Keto Spinach and Onion Egg Muffins,"1 Tablespoon of coconut oil (15 ml), to cook with (plus additional to grease the muffin pan) 0.5 lb of ground beef (225 g) 2 cups of spinach (60 g), chopped 8 medium eggs, whisked 0.5 cup of coconut cream (120 ml) (from the top of 1 refrigerated can of coconut milk) 0.5 medium onion (55 g), finely diced Salt and pepper, to taste"
243,Keto Baked Salmon with Roasted Cabbage Wedges,"For the baked salmon - 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen 2 Tablespoons of coconut oil (30 ml), divided Salt and pepper, to taste For the roasted cabbage - 0.5 head of cabbage (350 g), cut into 1-inch (2.5 cm) wedges 1 Tablespoon of avocado oil (15 ml) (plus additional for coating the baking sheet) Salt, to taste"
244,Keto Beef Goulash,"2 Tablespoons of avocado oil (30 ml), to cook with 0.5 medium onion (55 g), sliced 2 cloves of garlic (6 g), minced or finely diced 1 lb of beef stew meat (450 g), cut into 1-inch (2.5 cm) cubes 1 medium bell pepper (120 g), sliced 5 white button mushrooms (50 g), quartered 0.5 cup of beef broth (120 ml) 1 small tomato (90 g), diced 1 Tablespoon of paprika (6 g) 1 bay leaf (0.2 g) 1 Tablespoon of fresh parsley (2 g), chopped (for garnish) Salt and pepper, to taste"
245,Keto Bacon Asparagus Quiche,"1 Tablespoon of ghee (15 ml), to cook with 6 slices of bacon (168 g), diced 4 spears of asparagus (64 g), chopped 1 medium onion (110 g), diced 4 cups of spinach (120 g), chopped 10 medium eggs, whisked 0.5 cup of coconut cream (120 ml) (from the top of 1 refrigerated can of coconut milk) 1 small tomato (90 g), diced Salt and pepper, to taste"
246,Keto Garlic Chicken Nuggets,"0.5 cup of coconut flour (56 g) 2 Tablespoons of garlic powder (20 g) 1 medium egg 1 Tablespoon of ghee (15 ml), for frying (plus additional, if needed) 2 chicken breasts (400 g), cut into approx. 1.5-inch (4 cm) pieces Salt, to taste"
247,Keto Turkey and Vegetable Skillet,"1 Tablespoon of coconut oil (15 ml), to cook with 1.5 lbs of turkey breasts (675 g), diced 8 slices of bacon (224 g), diced 1 medium onion (110 g), diced 6 spears of asparagus (96 g), chopped 2 cups of spinach (60 g), chopped 4 teaspoons of fresh thyme (4 g), chopped Salt and pepper, to taste"
248,Keto Coconut Dijon Chicken Tossed with Avocado,"1 Tablespoon of coconut oil (15 ml), to cook with 2 chicken breasts (400 g), diced 1 Tablespoon of mustard (15 ml) 1 Tablespoon of fresh thyme (3 g), chopped 1 large avocado (200 g), diced Salt and pepper, to taste"
249,Keto Rosemary Baked Salmon,"2 Tablespoons of olive oil (30 ml) 1 Tablespoon of fresh rosemary (3 g), chopped 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen Salt, to taste"
250,Keto Lemon Shrimp and Avocado Salad,"1 Tablespoon of coconut oil (15 ml), to cook with 1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined 2 Tablespoons of lemon juice (30 ml) 1 large avocado (200 g), diced 1 small tomato (90 g), diced 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
251,Keto Ginger Shaking Beef,"1 Tablespoon of avocado oil (15 ml), to cook with 1.5 lbs of ground beef (675 g) 0.5 medium onion (55 g), diced 0.5 cup of gluten-free tamari sauce or coconut aminos (60 ml) 6 cloves of garlic (18 g), minced or finely diced 2 Tablespoons of fresh ginger (10 g), minced or finely diced Salt and pepper, to taste"
252,Keto Dijon Pork Chops with Pan-Roasted Cauliflower,"2 pork chops (320 g) 2 Tablespoons of avocado oil (30 ml), divided, to cook with 1 Tablespoon of mustard (15 ml) 0.5 head of cauliflower (300 g), broken into small florets 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
254,Keto One-Pan Fried Sausages and Veg,"1 Tablespoon of coconut oil (15 ml), to cook with 0.5 lb of sausages of your choice (225 g), diced 0.5 head of cauliflower (300 g), broken into small florets 1 zucchini (120 g), diced 1 small tomato (90 g), diced 0.5 medium onion (55 g), diced 1 Tablespoon of mustard (15 ml) 1 teaspoon of hot sauce (5 ml) (optional) 2 Tablespoons of fresh parsley (2 g), chopped (for garnish) Salt and pepper, to taste"
255,Keto Pan-Grilled Chicken and Guac,"1 Tablespoon of coconut oil (15 ml), to cook with 2 chicken breasts (400 g), sliced 1 large avocado (200 g) 1 small tomato (90 g), diced 1 Tablespoon of lime juice (15 ml) 2 cloves of garlic (6 g), diced or finely diced 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
256,Keto Deli Meat Avocado Wrap,"8 slices of ham (224 g) 4 Tablespoons of mayo (60 ml), divided 1 large avocado (200 g), sliced 0.5 medium bell pepper (60 g), sliced 2 Tablespoons of fresh parsley (2 g), chopped"
257,Keto Salmon Tacos with Lime Radish Salsa,"1 small tomato (90 g), chopped small 1 stalk of celery (20 g), chopped small 4 radishes (8 g), chopped small 2 Tablespoons of fresh cilantro (2 g), finely chopped 2 Tablespoons of lime juice (30 ml) 2 Tablespoons of coconut oil (30 ml), to cook with 2 cans of salmon (340 g), drained and flaked 2 cloves of garlic (6 g), minced or finely diced 1 head of romaine lettuce (200 g), separated into individual leaves Salt and pepper, to taste"
258,Keto Mustard Chicken with Celery Avocado Slaw,"For the mustard chicken - 2 chicken breasts (400 g), sliced into cutlets 3 Tablespoons of mustard (45 ml) 1 Tablespoon of coconut oil (15 ml), to cook with Salt and pepper For the celery avocado slaw - 1 large avocado (200 g), thinly sliced 2 stalks of celery (40 g), thinly sliced 1 Tablespoon of mayo (15 ml) 1 Tablespoon of lime juice (15 ml) 0.25 cup of macadamia nuts (32 g), crushed Salt and pepper, to taste"
259,Keto Bacon and Broccoli Soup,"1 Tablespoon of ghee (15 ml), to cook with 0.5 medium onion (55 g), chopped 2 stalks of celery (40 g), chopped 2 cloves of garlic (6 g), minced or finely diced 0.5 head of broccoli (225 g), broken into small florets 1 cup of chicken broth (240 ml) 1 cup of coconut milk (240 ml) 4 slices of bacon (112 g), diced Salt and pepper, to taste"
260,Keto Zucchini Squash Vegetable Chili,"2 Tablespoons of olive oil (30 ml) 2 Tablespoons of avocado oil (30 ml), to cook with 4 slices of bacon (112 g), diced 2 zucchinis (240 g), chopped 2 small tomatoes (180 g), diced 0.5 medium bell pepper (60 g), diced 0.5 medium onion (55 g), diced 4 radishes (8 g), diced 1 cup of chicken broth (240 ml) Salt and pepper, to taste"
261,Keto Spicy Avocado Salad,"2 large avocados (400 g), diced 1 small tomato (90 g), diced 0.5 medium bell pepper (60 g) 0.5 medium onion (55 g) 1 chili pepper (14 g), seeds removed and finely diced (optional) 2 Tablespoons of fresh cilantro (2 g), chopped 0.25 cup of olive oil (60 ml) 1 Tablespoon of lime juice (15 ml) Salt and pepper, to taste"
262,Keto Beef and Broccoli,"0.5 head of broccoli (225 g), broken into small florets 1 Tablespoon of avocado oil (15 ml), to cook with 2 beef steaks (400 g), sliced 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 2 cloves of garlic (6 g), minced or finely diced 1 teaspoon of sesame oil (5 ml) Salt and pepper, to taste"
263,Keto Quick Spaghetti Bolognese,"1 Tablespoon of coconut oil (15 ml), to cook with 0.5 lb of ground beef (225 g) 0.5 medium onion (55 g), diced 2 small tomatoes (180 g), diced 0.5 medium bell pepper (60 g), diced 2 cloves of garlic (6 g), minced or finely chopped 1 zucchini (120 g), spiralized or shredded Salt and pepper, to taste"
264,Keto Savory Zucchini Bread,"1 zucchini (120 g), shredded or grated, excess moisture removed 4 medium eggs (196 g), whisked 0.5 cup of coconut oil (120 ml) (plus additional to grease the loaf pan) 0.5 cup of almond flour (60 g), sifted 0.25 cup of coconut flour (28 g), sifted 1 teaspoon of baking powder (2 g) 1 teaspoon of vanilla extract (5 ml) Dash of salt"
265,Keto Braised Bacon and Cabbage,"1 Tablespoon of coconut oil (15 ml) 6 slices of bacon (168 g), diced 0.5 head of napa/Chinese cabbage (400 g), thinly sliced 0.5 medium onion (55 g), thinly sliced 1 small tomato (90 g), diced 1 cup of chicken broth (240 ml) 2 Tablespoons of fresh cilantro (2 g), chopped (for garnish) Salt and pepper, to taste"
266,Keto Slow Cooker Pot Roast with Mashed Cauliflower,"For the pot roast - 2 lbs of beef roast (900 g), cut into 6 large pieces 4 cups of beef broth (960 ml) 0.25 cup of gluten-free tamari sauce or coconut aminos (60 ml) Salt and pepper, to taste For the mashed cauliflower - 1 head of cauliflower (600 g), broken into florets 2 Tablespoons of ghee (30 ml), melted Salt, to taste"
267,Keto Chicken Noodle Salad,"For the salad - 1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 1 cucumber (220 g), grated or use a peeler to make into long noodle-like strands 0.25 medium onion (28 g), thinly sliced 1 carrot (50 g), grated 2 Tablespoons of fresh cilantro (2 g), chopped (for garnish) Salt and pepper, to taste For the dressing - 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 Tablespoon of sesame seeds (14 g) 1 teaspoon of sesame oil (5 ml) 1 teaspoon of hot sauce (5 ml) (optional) 1 teaspoon of vinegar (5 ml) (of choice)"
268,Keto Vegetable Saute with Fried Eggs,"2 Tablespoons of coconut oil (30 ml), divided, to cook with 0.5 medium onion (55 g), sliced 0.5 head of napa/Chinese cabbage (400 g), sliced 1 zucchini (120 g), sliced 4 medium eggs (196 g) 2 Tablespoons of fresh cilantro (2 g), chopped (for garnish) Salt and pepper, to taste"
269,Keto Tamari-Baked Salmon with Roasted Asparagus,"For the tamari-baked salmon - 2 Tablespoons of avocado oil (30 ml) 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 2 Tablespoons of garlic powder (20 g) 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen Salt and pepper, to taste For the roasted asparagus - 10 spears of asparagus (160 g) 1 Tablespoon of olive oil (15 ml) Salt and pepper, to taste"
270,Keto One-Pot Cabbage Rolls,"1 Tablespoon of coconut oil (15 ml), to cook with 0.25 medium onion (28 g), finely diced 2 lbs of ground beef (900 g) 1 carrot (50 g), finely diced 2 Tablespoons of cumin powder (12 g) 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of paprika (6 g) 0.5 head of napa/Chinese cabbage (400 g), leaves separated 2 Tablespoons of mustard (30 ml), for serving (optional) Salt and pepper, to taste"
271,Keto Garlic Butter Shrimp,"2 Tablespoons of ghee (30 ml), to cook with 1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined 4 cloves of garlic (12 g), minced or finely diced Salt and pepper, to taste"
272,Keto Slow Cooker Chicken & Bacon with Cucumber Salad,"For the chicken and bacon - 2 chicken breasts (400 g) 8 slices of bacon (224 g), diced 1 Tablespoon of olive oil (15 ml) Salt, to taste For the cucumber salad - 1 cucumber (220 g), diced 2 Tablespoons of olive oil (30 ml) 2 teaspoons of vinegar (10 ml) (of choice) Salt and pepper, to taste"
273,Keto Apple Dijon Pork Chops,"2 pork chops (320 g) 2 Tablespoons of ghee (30 ml), to cook with 2 Tablespoons of applesauce (30 ml) 2 Tablespoons of mustard (30 ml) Salt and pepper, to taste"
274,Keto Lemon Salmon with Garlicky Green Beans,"For the salmon - 1 Tablespoon of avocado oil (15 ml), to cook with 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen 2 Tablespoons of lemon juice (30 ml) (or to taste) Salt and pepper, to taste For the green beans - 6 oz of green beans (168 g) 1 Tablespoon of ghee (15 ml), to cook with 4 cloves of garlic (12 g), minced or finely diced Salt and pepper, to taste"
